,aTagContent,href,keys,attributes,candidateMatch,len_aTagContent,len_aTagContent_group_between 60 and 175,len_aTagContent_group_under 60,len_href,num_keys,attr_job_yn
4572,Manager Growth  Strategy,https  jobs lever co loblawdigital 68436ba8 d9c9 42d3 ae97 8404ebfbf7ff,class target href ,job title blank ,1.0,26,0,1,72,4,1
4573,APPLY,https  jobs lever co loblawdigital 68436ba8 d9c9 42d3 ae97 8404ebfbf7ff,class target href,btn blank ,0.0,5,0,1,72,3,0
4574,Data Engineering Manager Marketing Solutions,https  jobs lever co loblawdigital 836aa734 5e1c 4aac b132 91183dfd95ab,class target href ,job title blank ,1.0,45,0,1,72,4,1
4575,APPLY,https  jobs lever co loblawdigital 836aa734 5e1c 4aac b132 91183dfd95ab,class target href,btn blank ,0.0,5,0,1,72,3,0
4576,Senior Analyst Marketing Intelligence,https  jobs lever co loblawdigital 86663893 d4f5 4bbc 9ff1 8710d274af07,class target href ,job title blank ,1.0,38,0,1,72,4,1
4577,APPLY,https  jobs lever co loblawdigital 86663893 d4f5 4bbc 9ff1 8710d274af07,class target href,btn blank ,0.0,5,0,1,72,3,0
4578,Senior Analyst Seller Recruitment Contractor ,https  jobs lever co loblawdigital b2f24143 4b0d 4437 8cb9 0ace51b1702c,class target href ,job title blank ,1.0,47,0,1,72,4,1
4579,APPLY,https  jobs lever co loblawdigital b2f24143 4b0d 4437 8cb9 0ace51b1702c,class target href,btn blank ,0.0,5,0,1,72,3,0
4580,Android Developer II  PC Optimum,https  jobs lever co loblawdigital 4b951b70 90df 4587 813d 17dc8a90aae7,class target href ,job title blank ,1.0,33,0,1,72,4,1
4581,APPLY,https  jobs lever co loblawdigital 4b951b70 90df 4587 813d 17dc8a90aae7,class target href,btn blank ,0.0,5,0,1,72,3,0
4582,IOS Developer II  PC Optimum,https  jobs lever co loblawdigital 485443d8 d8af 4557 9dd4 7a7f60803fae,class target href ,job title blank ,1.0,29,0,1,72,4,1
4583,APPLY,https  jobs lever co loblawdigital 485443d8 d8af 4557 9dd4 7a7f60803fae,class target href,btn blank ,0.0,5,0,1,72,3,0
4584,Senior Android Developer  PC Express,https  jobs lever co loblawdigital 6bbb54b7 449c 4691 9005 7df87abcd248,class target href ,job title blank ,1.0,37,0,1,72,4,1
4585,APPLY,https  jobs lever co loblawdigital 6bbb54b7 449c 4691 9005 7df87abcd248,class target href,btn blank ,0.0,5,0,1,72,3,0
4586,Senior Android Developer  Release Engineering,https  jobs lever co loblawdigital b3f2fb60 4496 438c 90d7 ff2563cfe9fc,class target href ,job title blank ,1.0,46,0,1,72,4,1
4587,APPLY,https  jobs lever co loblawdigital b3f2fb60 4496 438c 90d7 ff2563cfe9fc,class target href,btn blank ,0.0,5,0,1,72,3,0
4588,Senior Android Developer  Shoppers Drug Mart,https  jobs lever co loblawdigital 3a2bbacc 03fa 4d52 b814 6eea5262f7f4,class target href ,job title blank ,1.0,45,0,1,72,4,1
4589,APPLY,https  jobs lever co loblawdigital 3a2bbacc 03fa 4d52 b814 6eea5262f7f4,class target href,btn blank ,0.0,5,0,1,72,3,0
4590,Senior IOS Developer  PC Optimum,https  jobs lever co loblawdigital 4cd747ce 3449 4272 9d54 995fe0304cbb,class target href ,job title blank ,1.0,33,0,1,72,4,1
4591,APPLY,https  jobs lever co loblawdigital 4cd747ce 3449 4272 9d54 995fe0304cbb,class target href,btn blank ,0.0,5,0,1,72,3,0
4592,Director Customer Acquisition,https  jobs lever co loblawdigital a2adec67 4ec9 4c7b a9f1 84958a9b2ae8,class target href ,job title blank ,1.0,30,0,1,72,4,1
4593,APPLY,https  jobs lever co loblawdigital a2adec67 4ec9 4c7b a9f1 84958a9b2ae8,class target href,btn blank ,0.0,5,0,1,72,3,0
4594,Manager Customer Growth,https  jobs lever co loblawdigital 5dbce782 b680 413b 9567 80c5163ae5e0,class target href ,job title blank ,1.0,24,0,1,72,4,1
4595,APPLY,https  jobs lever co loblawdigital 5dbce782 b680 413b 9567 80c5163ae5e0,class target href,btn blank ,0.0,5,0,1,72,3,0
4596,Senior Analyst Merchandising  Online Grocery Contract ,https  jobs lever co loblawdigital 758a80cc aab5 486c 94cd a3ca0facc88b,class target href ,job title blank ,1.0,57,0,1,72,4,1
4597,APPLY,https  jobs lever co loblawdigital 758a80cc aab5 486c 94cd a3ca0facc88b,class target href,btn blank ,0.0,5,0,1,72,3,0
4598,Specialist Customer Growth Acquisition ,https  jobs lever co loblawdigital fecccbb4 d2f4 4966 80d7 84357c72f0e4,class target href ,job title blank ,1.0,41,0,1,72,4,1
4599,APPLY,https  jobs lever co loblawdigital fecccbb4 d2f4 4966 80d7 84357c72f0e4,class target href,btn blank ,0.0,5,0,1,72,3,0
4600,Product Manager Fulfillment,https  jobs lever co loblawdigital a6d0714d 9290 42ac 85f4 a97a6b20d81a,class target href ,job title blank ,1.0,28,0,1,72,4,1
4601,APPLY,https  jobs lever co loblawdigital a6d0714d 9290 42ac 85f4 a97a6b20d81a,class target href,btn blank ,0.0,5,0,1,72,3,0
4602,Senior Product Manager Analytics Platform,https  jobs lever co loblawdigital 0d4116c2 1045 4bd6 9c22 65d16c042284,class target href ,job title blank ,1.0,42,0,1,72,4,1
4603,APPLY,https  jobs lever co loblawdigital 0d4116c2 1045 4bd6 9c22 65d16c042284,class target href,btn blank ,0.0,5,0,1,72,3,0
4604,GM Sr Director Shoppers Drug Mart E Commerce,https  jobs lever co loblawdigital 6ec2ac25 1963 4fdc 9e90 ad24eb718713,class target href ,job title blank ,1.0,47,0,1,72,4,1
4605,APPLY,https  jobs lever co loblawdigital 6ec2ac25 1963 4fdc 9e90 ad24eb718713,class target href,btn blank ,0.0,5,0,1,72,3,0
4606,Senior Manager Shoppers Drug Mart  Digital Pharmacy,https  jobs lever co loblawdigital 5bbb4125 86ff 488b 88fa 71bd47733716,class target href ,job title blank ,1.0,53,0,1,72,4,1
4607,APPLY,https  jobs lever co loblawdigital 5bbb4125 86ff 488b 88fa 71bd47733716,class target href,btn blank ,0.0,5,0,1,72,3,0
4608,Senior Marketing Analyst SDM eCommerce,https  jobs lever co loblawdigital 6ba64876 642d 47a2 bf57 bad02511c816,class target href ,job title blank ,1.0,39,0,1,72,4,1
4609,APPLY,https  jobs lever co loblawdigital 6ba64876 642d 47a2 bf57 bad02511c816,class target href,btn blank ,0.0,5,0,1,72,3,0
4610,Director Site Reliability Engineering,https  jobs lever co loblawdigital bc39899a 9cd8 4d85 8fdc de8375c0c4d3,class target href ,job title blank ,1.0,37,0,1,72,4,1
4611,APPLY,https  jobs lever co loblawdigital bc39899a 9cd8 4d85 8fdc de8375c0c4d3,class target href,btn blank ,0.0,5,0,1,72,3,0
4612,Senior Site Reliability Engineer,https  jobs lever co loblawdigital c15edba7 77c2 440e 873e 61e4121692e5,class target href ,job title blank ,1.0,32,0,1,72,4,1
4613,APPLY,https  jobs lever co loblawdigital c15edba7 77c2 440e 873e 61e4121692e5,class target href,btn blank ,0.0,5,0,1,72,3,0
4614,Site Reliability Engineer,https  jobs lever co loblawdigital 3df058fc d5ef 4b92 b600 aabec1892fb6,class target href ,job title blank ,1.0,25,0,1,72,4,1
4615,APPLY,https  jobs lever co loblawdigital 3df058fc d5ef 4b92 b600 aabec1892fb6,class target href,btn blank ,0.0,5,0,1,72,3,0
4616,Team Lead Site Reliability Engineer,https  jobs lever co loblawdigital 6522dad5 e6ee 4aee 958c d2d1f0211778,class target href ,job title blank ,1.0,36,0,1,72,4,1
4617,APPLY,https  jobs lever co loblawdigital 6522dad5 e6ee 4aee 958c d2d1f0211778,class target href,btn blank ,0.0,5,0,1,72,3,0
4618,Director Software Development  PCO,https  jobs lever co loblawdigital 39d93dd4 43ef 47fa ab03 5b9f5380849b,class target href ,job title blank ,1.0,36,0,1,72,4,1
4619,APPLY,https  jobs lever co loblawdigital 39d93dd4 43ef 47fa ab03 5b9f5380849b,class target href,btn blank ,0.0,5,0,1,72,3,0
4620,Front End Developer II  Component Library,https  jobs lever co loblawdigital 77e261a9 9a70 4f91 895e a59fc1625cff,class target href ,job title blank ,1.0,42,0,1,72,4,1
4621,APPLY,https  jobs lever co loblawdigital 77e261a9 9a70 4f91 895e a59fc1625cff,class target href,btn blank ,0.0,5,0,1,72,3,0
4622,Manager Software Development  Search ,https  jobs lever co loblawdigital cfa8875c 89e8 4cd5 a83b c26728366a4e,class target href ,job title blank ,1.0,40,0,1,72,4,1
4623,APPLY,https  jobs lever co loblawdigital cfa8875c 89e8 4cd5 a83b c26728366a4e,class target href,btn blank ,0.0,5,0,1,72,3,0
4624,Senior Back End Java Developer  Grocery Fulfillment,https  jobs lever co loblawdigital 6e1e1710 8045 452a 96c9 a70207476af4,class target href ,job title blank ,1.0,54,0,1,72,4,1
4625,APPLY,https  jobs lever co loblawdigital 6e1e1710 8045 452a 96c9 a70207476af4,class target href,btn blank ,0.0,5,0,1,72,3,0
4626,Senior Full Stack Developer  Shoppers Drug Mart,https  jobs lever co loblawdigital 12bf3fb8 58e0 4f86 ba4a dcc9ddba66b2,class target href ,job title blank ,1.0,48,0,1,72,4,1
4627,APPLY,https  jobs lever co loblawdigital 12bf3fb8 58e0 4f86 ba4a dcc9ddba66b2,class target href,btn blank ,0.0,5,0,1,72,3,0
4628,Senior Java Developer  Shoppers Drug Mart,https  jobs lever co loblawdigital a23a431a 4438 4bbe a16c 33e3af174df1,class target href ,job title blank ,1.0,42,0,1,72,4,1
4629,APPLY,https  jobs lever co loblawdigital a23a431a 4438 4bbe a16c 33e3af174df1,class target href,btn blank ,0.0,5,0,1,72,3,0
4630,Software Development Manager  PC Express Media,https  jobs lever co loblawdigital 025ce1d9 62a8 4d8e 9f18 2b6afff1ce17,class target href ,job title blank ,1.0,47,0,1,72,4,1
4631,APPLY,https  jobs lever co loblawdigital 025ce1d9 62a8 4d8e 9f18 2b6afff1ce17,class target href,btn blank ,0.0,5,0,1,72,3,0
4632,Contracts Manager,https  jobs lever co loblawdigital 6e9c8a4b e0f1 44c3 a5d6 277e2f110bb1,class target href ,job title blank ,1.0,17,0,1,72,4,1
4633,APPLY,https  jobs lever co loblawdigital 6e9c8a4b e0f1 44c3 a5d6 277e2f110bb1,class target href,btn blank ,0.0,5,0,1,72,3,0
4634,Senior Manager Technical Project Management,https  jobs lever co loblawdigital 5714785a 4587 4a07 a074 9c1b0fecd532,class target href ,job title blank ,1.0,44,0,1,72,4,1
4635,APPLY,https  jobs lever co loblawdigital 5714785a 4587 4a07 a074 9c1b0fecd532,class target href,btn blank ,0.0,5,0,1,72,3,0
4636,Senior Technical Project Manager,https  jobs lever co loblawdigital 9a7737d4 1ffb 4112 bde9 ed20dcac9d89,class target href ,job title blank ,1.0,32,0,1,72,4,1
4637,APPLY,https  jobs lever co loblawdigital 9a7737d4 1ffb 4112 bde9 ed20dcac9d89,class target href,btn blank ,0.0,5,0,1,72,3,0
4638,Technical Project Manager,https  jobs lever co loblawdigital a5fff3eb b637 42e7 b5bf 49a7b7bd9404,class target href ,job title blank ,1.0,25,0,1,72,4,1
4639,APPLY,https  jobs lever co loblawdigital a5fff3eb b637 42e7 b5bf 49a7b7bd9404,class target href,btn blank ,0.0,5,0,1,72,3,0
4640,VP Technology,https  jobs lever co loblawdigital 4cd87054 5fd3 4216 b0cf 3beb717a253f,class target href ,job title blank ,1.0,14,0,1,72,4,1
4641,APPLY,https  jobs lever co loblawdigital 4cd87054 5fd3 4216 b0cf 3beb717a253f,class target href,btn blank ,0.0,5,0,1,72,3,0
4642,Senior Product Designer  Shoppers Drug Mart,https  jobs lever co loblawdigital c6625a33 df05 48a5 9670 7298972d9cd7,class target href ,job title blank ,1.0,44,0,1,72,4,1
4643,APPLY,https  jobs lever co loblawdigital c6625a33 df05 48a5 9670 7298972d9cd7,class target href,btn blank ,0.0,5,0,1,72,3,0
4644, Header , new page 33,href class, Index nav item active,0.0,9,0,1,12,2,0
4645, COVID Hero Banner , new page 48,href class, Index nav item,0.0,20,0,1,12,2,0
4646, Careers at Loblaw , new page 53,href class, Index nav item,0.0,20,0,1,12,2,0
4647,    ,https  www facebook com loblawdigital ,href target class aria label, blank sqs svg icon wrapper facebook Tori Chippindale,0.0,7,0,1,39,4,0
4648,    ,https  www linkedin com company loblaw digital ,href target class aria label, blank sqs svg icon wrapper linkedin Tori Chippindale,0.0,7,0,1,48,4,0
4649,OUR WORK, ourwork,href,,0.0,8,0,1,8,1,0
4650,OUR CULTURE, ourculture,href,,0.0,11,0,1,11,1,0
4651,OUR VALUES, our values,href,,0.0,10,0,1,11,1,0
4652,CAREERS, careers,href,,0.0,7,0,1,8,1,0
4653,CONTACT, contact,href,,0.0,7,0,1,8,1,0
4654, , ,href,,0.0,2,0,1,1,1,0
4655,Create account ,https  www later com ,class href,cP nav dropdownLink cta signup u text hl ,0.0,15,0,1,23,2,0
4656,Sign In,https  app later com ,class href,cP nav dropdownLink cP nav signIn ,0.0,7,0,1,22,2,0
4657,Continue as ,https  app later com ,class href,cP nav dropdownLink u text hl u ellipsis ,0.0,13,0,1,22,2,0
4658,Scheduling , schedule ,href,,0.0,11,0,1,10,1,0
4659,Instagram Analytics , instagram analytics ,href,,0.0,20,0,1,21,1,0
4660,Linkin bio , linkinbio ,href,,0.0,11,0,1,11,1,0
4661,User Generated Content , user generated content ,href,,0.0,23,0,1,24,1,0
4662,Instagram Stories , schedule instagram stories ,href,,0.0,18,0,1,28,1,0
4663,Instagram Hashtags , instagram hashtags ,href,,0.0,19,0,1,20,1,0
4664,Pinterest Scheduling , pinterest scheduling ,href,,0.0,21,0,1,22,1,0
4665,Pricing , pricing ,class href,cP nav dropdownLink ,0.0,8,0,1,9,2,0
4666,Blog,https  later com blog ,class target href,cP nav dropdownLink blank ,0.0,4,0,1,23,3,0
4667,Careers , careers ,class href,cP nav dropdownLink ,0.0,8,0,1,9,2,0
4668,Platform , tour ,class href,cP nav link ,0.0,10,0,1,6,2,0
4669,Scheduling , schedule ,href,,0.0,11,0,1,10,1,0
4670,Instagram Analytics , instagram analytics ,href,,0.0,20,0,1,21,1,0
4671,Linkin bio , linkinbio ,href,,0.0,11,0,1,11,1,0
4672,User Generated Content , user generated content ,href,,0.0,23,0,1,24,1,0
4673,Instagram Stories , schedule instagram stories ,href,,0.0,18,0,1,28,1,0
4674,Instagram Hashtags , instagram hashtags ,href,,0.0,19,0,1,20,1,0
4675,Pinterest Scheduling , pinterest scheduling ,href,,0.0,21,0,1,22,1,0
4676,Pricing , pricing ,class href,cP nav link ,0.0,9,0,1,9,2,0
4677,Plans , pricing ,href,,0.0,6,0,1,9,1,0
4678,For Business , plans business ,href,,0.0,13,0,1,16,1,0
4679,Blog,https  later com blog ,target class href, blank cP nav link ,0.0,4,0,1,23,3,0
4680, More , ,class href,cP nav link is active ,0.0,7,0,1,1,2,0
4681,Training , training ,href,,0.0,9,0,1,10,1,0
4682,Help Docs ,https  docs later com ,target href, blank ,0.0,10,0,1,23,2,0
4683,About Us , about ,href,,0.0,9,0,1,7,1,0
4684,Careers , careers ,class href,is active ,0.0,8,0,1,9,2,0
4685,Sign In,https  app later com ,class href,cP nav link cP nav signIn ,0.0,7,0,1,22,2,0
4686,Create account ,https  app later com user signup,class href,cP nav link cP nav cta cta signup ,0.0,15,0,1,33,2,0
4687,  ,https  app later com ,class href,cP nav socialAccount cP nav link ,0.0,4,0,1,22,2,0
4688, View open positions , positions,class href,o btn cta u m tb lg ,0.0,22,0,1,10,2,0
4689,Customer Support Specialist,https  jobs lever co later 39a13d4b f068 4de4 a8b6 a3e3d8e01064,class href,lever job title ,1.0,27,0,1,64,2,1
4690,Customer Support Specialist  Weekend,https  jobs lever co later 03ca3d9a 23d5 49f3 a3e2 be89f30c07df,class href,lever job title ,1.0,37,0,1,64,2,1
4691,Customer Support Specialist  Weekend,https  jobs lever co later fdb61197 58df 40be 836c 3ef786054d5d,class href,lever job title ,1.0,37,0,1,64,2,1
4692,Manager User Community,https  jobs lever co later 86cec104 d1ad 4d65 9ece 5ee757776e96,class href,lever job title ,1.0,23,0,1,64,2,1
4693,Manager User Community,https  jobs lever co later c845060a 99b0 4975 ad95 37e200dd7b85,class href,lever job title ,1.0,23,0,1,64,2,1
4694,Manager User Community,https  jobs lever co later cb392f19 d32c 4a47 99eb 9a5793a70bc0,class href,lever job title ,1.0,23,0,1,64,2,1
4695,Customer Engagement Manager,https  jobs lever co later ae78bcc1 47d1 468a 8ebf 5554adf5dcff,class href,lever job title ,1.0,27,0,1,64,2,1
4696,Customer Engagement Manager,https  jobs lever co later cddc7a65 f846 4f58 b372 e1170abaf97a,class href,lever job title ,1.0,27,0,1,64,2,1
4697,Customer Engagement Manager,https  jobs lever co later e3891bfb 61fd 4340 be03 510ecbe048fb,class href,lever job title ,1.0,27,0,1,64,2,1
4698,Customer Onboarding Specialist,https  jobs lever co later 20b809d3 dcc3 4435 acb9 d851fb9352ed,class href,lever job title ,1.0,30,0,1,64,2,1
4699,Customer Onboarding Specialist,https  jobs lever co later 5722edf2 ee0f 4394 ad9b f5cea6f2b7b1,class href,lever job title ,1.0,30,0,1,64,2,1
4700,Customer Onboarding Specialist,https  jobs lever co later 6316bc07 daea 4c0a b32d a7da3ac5a5b6,class href,lever job title ,1.0,30,0,1,64,2,1
4701,Intermediate Javascript Developer,https  jobs lever co later 780ba15a db22 4b0d bc3b 8daf354f50e0,class href,lever job title ,1.0,33,0,1,64,2,1
4702,iOS Developer,https  jobs lever co later 93a2de92 9822 4867 b0d1 41d14f38569b,class href,lever job title ,1.0,13,0,1,64,2,1
4703,nan,https  later com,href,,0.0,0,0,1,17,1,0
4704,Signup,https  app later com user signup,class href,footerLink ,0.0,6,0,1,33,2,0
4705,Pricing,https  later com pricing ,class href,footerLink ,0.0,7,0,1,26,2,0
4706,Blog,https  later com blog ,class href,footerLink ,0.0,4,0,1,23,2,0
4707,Support,https  docs later com en ,class href,footerLink ,0.0,7,0,1,26,2,0
4708,Careers,https  later com careers ,class href,footerLink ,0.0,7,0,1,26,2,0
4709,Partners,https  later com partners ,class href,footerLink ,0.0,8,0,1,27,2,0
4710,About,https  later com about ,class href,footerLink ,0.0,5,0,1,24,2,0
4711,Non Profit,http  lat gr later nonprofit,class href,footerLink ,0.0,10,0,1,29,2,0
4712,COVID 19 Safety Plan, COVID 19 COVID 19 SafetyPlan Later pdf,class href target,footerLink  blank,0.0,20,0,1,39,3,0
4713,Linkin bio,https  later com linkinbio ,class href,footerLink ,0.0,10,0,1,28,2,0
4714,Scheduling,https  later com schedule ,class href,footerLink ,0.0,10,0,1,27,2,0
4715,Instagram Analytics,https  later com instagram analytics ,class href,footerLink ,0.0,19,0,1,38,2,0
4716,User Generated Content,https  later com user generated content ,class href,footerLink ,0.0,22,0,1,41,2,0
4717,Instagram Stories Scheduling,https  later com schedule instagram stories ,class href,footerLink ,0.0,28,0,1,45,2,0
4718,Instagram hashtags,https  later com instagram hashtags ,class href,footerLink ,0.0,18,0,1,37,2,0
4719,Pinterest Scheduling,https  later com pinterest scheduling ,class href,footerLink ,0.0,20,0,1,39,2,0
4720,Instagram Training,https  later com training ,class href,footerLink ,0.0,18,0,1,27,2,0
4721,Instagram Stories for Business,https  later com training instagram stories ,class href,footerLink ,0.0,30,0,1,45,2,0
4722,First 1000 Followers,https  later com training get 1000 instagram followers workshop ,class href,footerLink ,0.0,20,0,1,65,2,0
4723,30 Day Challenge,https  later com training instagram challenge ,class href,footerLink ,0.0,16,0,1,47,2,0
4724,Instagram Aesthetic,https  later com training instagram aesthetic ,class href,footerLink ,0.0,19,0,1,47,2,0
4725,Instagram Marketing,https  later com instagram marketing ,class href,footerLink ,0.0,19,0,1,38,2,0
4726,Instagram Hashtags,https  later com instagram hashtag guide ,class href,footerLink ,0.0,18,0,1,42,2,0
4727,Pinterest Marketing,https  later com blog pinterest for business ,class href,footerLink ,0.0,19,0,1,46,2,0
4728,Instagram Followers,https  later com training get instagram followers ,class href,footerLink ,0.0,19,0,1,51,2,0
4729,Instagram Engagement,https  later com training increase instagram engagement ,class href,footerLink ,0.0,20,0,1,57,2,0
4730, ,https  www facebook com business partner directory details id 737560906452531,class href target,footerLink  blank,0.0,2,0,1,78,3,0
